ID,Test,Name xml:lang,Name #text,Prepared,Sender id,Sender Name xml:lang,Sender Name #text,Sender Contact Department xml:lang,Sender Contact Department #text,Receiver id,KeyFamilyRef,KeyFamilyAgency,DataSetAgency,DataSetID,DataSetAction,Extracted,Source xml:lang,Source #text,ACCOUNTING_ENTRY,ACTIVITY,ADJUSTMENT,FREQ,STO,REF_AREA,COUNTERPART_AREA,REF_SECTOR,COUNTERPART_SECTOR,INSTR_ASSET,EXPENDITURE,UNIT_MEASURE,PRICES,TRANSFORMATION,TIME_FORMAT,DECIMALS,TABLE_IDENTIFIER,TITLE,UNIT_MULT,COMPILING_ORG,TIME_PERIOD,OBS_VALUE,OBS_STATUS,CONF_STATUS
T0103_Quarterly_2024-02-13T14-16-36,false,en,ESA2010 Table T0103 Transmission,2024-02-13T14:16:36+00:00,GB1,en,Office for National Statistics (United Kingdom),en,CORD,4D0,NA_MAIN,ESTAT,ESTAT,T0103,Replace,2024-02-13T14:16:36+00:00,en,ONS CORD Database,B,_T,N,Q,B2A3G,GB,W2,S1,S1,_Z,_Z,XDC,V,N,P3M,0,T0103,GDP Identity from the Income Side,6,GB1,1995-Q1,91160,A,F
T0103_Quarterly_2024-02-13T14-16-36,false,en,ESA2010 Table T0103 Transmission,2024-02-13T14:16:36+00:00,GB1,en,Office for National Statistics (United Kingdom),en,CORD,4D0,NA_MAIN,ESTAT,ESTAT,T0103,Replace,2024-02-13T14:16:36+00:00,en,ONS CORD Database,B,_T,N,Q,B2A3G,GB,W2,S1,S1,_Z,_Z,XDC,V,N,P3M,0,T0103,GDP Identity from the Income Side,6,GB1,1995-Q2,91124,A,F
T0103_Quarterly_2024-02-13T14-16-36,false,en,ESA2010 Table T0103 Transmission,2024-02-13T14:16:36+00:00,GB1,en,Office for National Statistics (United Kingdom),en,CORD,4D0,NA_MAIN,ESTAT,ESTAT,T0103,Replace,2024-02-13T14:16:36+00:00,en,ONS CORD Database,B,_T,N,Q,B2A3G,GB,W2,S1,S1,_Z,_Z,XDC,V,N,P3M,0,T0103,GDP Identity from the Income Side,6,GB1,1995-Q3,93813,A,F
T0103_Quarterly_2024-02-13T14-16-36,false,en,ESA2010 Table T0103 Transmission,2024-02-13T14:16:36+00:00,GB1,en,Office for National Statistics (United Kingdom),en,CORD,4D0,NA_MAIN,ESTAT,ESTAT,T0103,Replace,2024-02-13T14:16:36+00:00,en,ONS CORD Database,B,_T,N,Q,B2A3G,GB,W2,S1,S1,_Z,_Z,XDC,V,N,P3M,0,T0103,GDP Identity from the Income Side,6,GB1,1995-Q4,98361,A,F
T0103_Quarterly_2024-02-13T14-16-36,false,en,ESA2010 Table T0103 Transmission,2024-02-13T14:16:36+00:00,GB1,en,Office for National Statistics (United Kingdom),en,CORD,4D0,NA_MAIN,ESTAT,ESTAT,T0103,Replace,2024-02-13T14:16:36+00:00,en,ONS CORD Database,B,_T,N,Q,B2A3G,GB,W2,S1,S1,_Z,_Z,XDC,V,N,P3M,0,T0103,GDP Identity from the Income Side,6,GB1,1996-Q1,99723,A,F
T0103_Quarterly_2024-02-13T14-16-36,false,en,ESA2010 Table T0103 Transmission,2024-02-13T14:16:36+00:00,GB1,en,Office for National Statistics (United Kingdom),en,CORD,4D0,NA_MAIN,ESTAT,ESTAT,T0103,Replace,2024-02-13T14:16:36+00:00,en,ONS CORD Database,B,_T,N,Q,B2A3G,GB,W2,S1,S1,_Z,_Z,XDC,V,N,P3M,0,T0103,GDP Identity from the Income Side,6,GB1,1996-Q2,100574,A,F
T0103_Quarterly_2024-02-13T14-16-36,false,en,ESA2010 Table T0103 Transmission,2024-02-13T14:16:36+00:00,GB1,en,Office for National Statistics (United Kingdom),en,CORD,4D0,NA_MAIN,ESTAT,ESTAT,T0103,Replace,2024-02-13T14:16:36+00:00,en,ONS CORD Database,B,_T,N,Q,B2A3G,GB,W2,S1,S1,_Z,_Z,XDC,V,N,P3M,0,T0103,GDP Identity from the Income Side,6,GB1,1996-Q3,102576,A,F
T0103_Quarterly_2024-02-13T14-16-36,false,en,ESA2010 Table T0103 Transmission,2024-02-13T14:16:36+00:00,GB1,en,Office for National Statistics (United Kingdom),en,CORD,4D0,NA_MAIN,ESTAT,ESTAT,T0103,Replace,2024-02-13T14:16:36+00:00,en,ONS CORD Database,B,_T,N,Q,B2A3G,GB,W2,S1,S1,_Z,_Z,XDC,V,N,P3M,0,T0103,GDP Identity from the Income Side,6,GB1,1996-Q4,107169,A,F
T0103_Quarterly_2024-02-13T14-16-36,false,en,ESA2010 Table T0103 Transmission,2024-02-13T14:16:36+00:00,GB1,en,Office for National Statistics (United Kingdom),en,CORD,4D0,NA_MAIN,ESTAT,ESTAT,T0103,Replace,2024-02-13T14:16:36+00:00,en,ONS CORD Database,B,_T,N,Q,B2A3G,GB,W2,S1,S1,_Z,_Z,XDC,V,N,P3M,0,T0103,GDP Identity from the Income Side,6,GB1,1997-Q1,104908,A,F
T0103_Quarterly_2024-02-13T14-16-36,false,en,ESA2010 Table T0103 Transmission,2024-02-13T14:16:36+00:00,GB1,en,Office for National Statistics (United Kingdom),en,CORD,4D0,NA_MAIN,ESTAT,ESTAT,T0103,Replace,2024-02-13T14:16:36+00:00,en,ONS CORD Database,B,_T,N,Q,B2A3G,GB,W2,S1,S1,_Z,_Z,XDC,V,N,P3M,0,T0103,GDP Identity from the Income Side,6,GB1,1997-Q2,101124,A,F
